"id","imageName","name","registryName","inventory","category","slot","visualChange","goldPrice","reputationPrice","classRequired","itemLvl","attackType","minimumDamage","maximumDamage","critChance","critDamage","hitrate","booleanhighBadEffectPrevention","hpRecoveryIncrease","elementIncreased","elementIncreasedAmount","allDefenceIncrease","rangedHitrateIncrease","damageIncreaseAmountPercentage","damageIncreaseProbability","allElementsIncrease","maxMPIncrease","rangedAttackIncrease","meleeAttackIncrease","meleeAttacksDodge","allAttackIncrease","allAttackIncreasePercentage","magicAttackIncrease","skillManaDecrease","MPRecoveryIncrease","booleannoImpactOnMorale","maximumHPIncrease","moraleIncrease","rangedAttackDodge","resistanceType","resistanceAmount","magicDefenceIncrease","criticalChanceIncrease","randomDefencePercentage","randomDefenceChance","randomDefenceType","attacksBelowType","attacksBelowLevel","attacksBelowPercentage","effectWhen","effectChance","effectName","resistanceAll","elementDecreased","elementDecreasedAmount","dodgeIncrease","attackLevelIncrease","defenceLevelIncrease","damageDecreasePercentage","allDefencesIncreasePercentage","booleanGeneratesResistanceToCertainEffect","booleanCertainMonsterGroupsMistakeYouAsAFriend","criticalHitsChanceDecreasePercentage","selfIncreasedDamageAgainst","selfIncreasedDamageAgainstAmount","criticalHitDamageIncreasePercentage","enemyElementalResistanceDecrease","criticalHitDamageDecreasePercentage","attackLeechHPAmount","attackLeechHPChance","attackLeechMPChance","attackLeechMPAmount","attackLeechMPChance2","attackLeechMPAmount2","meleeDamageDecreasePercentage","attackDecreaseMP","enemyResistanceDecreaseType","enemyResistanceReducedAmount","attackIncreasedDamageAgainst","attackIncreasedDamageAgainstAmount","concentrationIncreaseAmount","defenceIncreaseAmount","defenceIncreaseType","belowLevelNeverBadGeneralEffectLevel","belowLevelNeverBadGeneralEffectPercentage","magicAttackPowerDecrease","rangeDamageDecreasePercentage","magicDamageDecreasePercentage","movementSpeedIncreasePercentage","movementSpeedDecrease","movementSpeedIncrease","allAttacksHitrateIncreas","nextAttackPointsLevelMultiplier","HPRestore","MPRestore","HPRestorePercentage","MPRestorePercentage","HPDecrease","MPDecrease","booleanScrollSafe","booleanScrollLowerSPProtection","booleanScrollHigherSPProtection","summonName","summonAmount","booleanCancelEffectsForACertainGroup","additionalMPReceived","additionalMPReceivedMaximumPercentage","additionalHPReceivedMaximumPercentage","additionalHPReceived","effectResistancePercentage","effectResistanceName","goldEarnedIncreasePercentage","experienceEarnedIncreasePercentage","defenceAllyEffectRadius","defenceAllyEffectChance","defenceAllyEffectName","pvpAttackPowerIncrease","recoveryItemsEffectivenessIncrease","defenceBadEffectRemovalPercentage","defenceBadEffectRemovalLevel","badEffectRemovalLevel","badEffectRemovalPercentage","damageIncreaseForMonstersAboveLevelPercentage","damageIncreaseForMonstersAboveLevelAmount","movementSpeedIncreaseWhenHidden","pvpDefencePowerIncrease","skillUsedResetChance","skillCooldownDecreasePercentage","concentrationIncreasePlayerLevelMultiplier","hitrateIncreasePlayerLevelMultiplier","fameReceivedIncreasePercentage","resistsForcedMovementChance","defenceIncreasePlayerLevelMultiplier","defenceIncreasePlayerLevelMultiplierType","deathReputationLostDecreasePercentage","championExperienceIncreasePercentage","demonMaxDamageIncrease","angelMaxDamageIncrease","criticalDamageReceivedDecreaseChance","criticalDamageReceivedDecreasePercentage","targetDefenceIgnorePercentage","targetDefenceIgnoreChance","championExperienceLostOnDeathReducePercentage","effectRemoveName","effectRemoveChance","elementIncreasedAmount_1","elementIncreased_1","randomDefenceChance_1","randomDefencePercentage_1","randomDefenceType_1","resistanceAmount_1","resistanceType_1","selfIncreasedDamageAgainst_1","selfIncreasedDamageAgainstAmount_1","enemyResistanceDecreaseType_1","enemyResistanceReducedAmount_1","imageName_1","effectResistanceName_1","effectResistancePercentage_1","effectName_1","effectChance_1","effectWhen_1"
"8134","760","Blue Bushi Costume (Permanent) (Limited)","blue_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","51","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8135","752","Green Bushi Costume (Permanent) (Limited)","green_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","47","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8136","754","Red Bushi Costume (Permanent) (Limited)","red_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","49","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8137","758","Pink Bushi Costume (Permanent) (Limited)","pink_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","53","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8138","762","Turquoise Bushi Costume (Permanent) (Limited)","turquoise_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","52","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8139","756","Yellow Bushi Costume (Permanent) (Limited)","yellow_bushi_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","48","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8140","765","Black Bushi Hat (Permanent) (Limited)","black_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","60","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8141","761","Blue Bushi Hat (Permanent) (Limited)","blue_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","61","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8142","753","Green Bushi Hat (Permanent) (Limited)","green_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","57","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8143","755","Red Bushi Hat (Permanent) (Limited)","red_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","59","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8144","759","Pink Bushi Hat (Permanent) (Limited)","pink_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","63","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8145","763","Turquoise Bushi Hat (Permanent) (Limited)","turquoise_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","62","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8146","757","Yellow Bushi Hat (Permanent) (Limited)","yellow_bushi_hat_permanent_limited","Costumes","It is not used","nosmall hat","58","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8147","767","Pumpkin Hat (1 Day) (Limited)","pumpkin_hat_1_day_limited","Costumes","It is not used","nosmall hat","64","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8148","767","Pumpkin Hat (7 Days) (Limited)","pumpkin_hat_7_days_limited","Costumes","It is not used","nosmall hat","64","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8149","767","Pumpkin Hat (30 Days) (Limited)","pumpkin_hat_30_days_limited","Costumes","It is not used","nosmall hat","64","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8150","767","Pumpkin Hat (Permanent) (Limited)","pumpkin_hat_permanent_limited","Costumes","It is not used","nosmall hat","64","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8151","814","Shogun Bushi (Limited)","shogun_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8152","1506","Centurio Bushi (Limited)","centurio_bushi_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8153","987","Elkaim (Limited)","elkaim_limited","Wear","Fairy","fairy","40","1000",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8154","988","Ladine (Limited)","ladine_limited","Wear","Fairy","fairy","41","1000",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8155","989","Rumial (Limited)","rumial_limited","Wear","Fairy","fairy","42","1000",,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8156","993","Varik (Limited)","varik_limited","Wear","Fairy","fairy","43","1000",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8157","2557","Straw Hat (1 Day) (Limited)","straw_hat_1_day_limited","Costumes","It is not used","nosmall hat","66","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8158","2557","Straw Hat (7 Days) (Limited)","straw_hat_7_days_limited","Costumes","It is not used","nosmall hat","66","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8159","2557","Straw Hat (30 Days) (Limited)","straw_hat_30_days_limited","Costumes","It is not used","nosmall hat","66","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8160","2557","Straw Hat (Permanent) (Limited)","straw_hat_permanent_limited","Costumes","It is not used","nosmall hat","66","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8161","2558","Leona (Limited)","leona_limited","Wear","Store","nosmall hat",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8162","2560","Darko the Hell Pup (Limited)","darko_the_hell_pup_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8163","2564","Fibi Frosty (Limited)","fibi_frosty_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8164","2565","Glowing Pumpkin Hat (1 Day) (Limited)","glowing_pumpkin_hat_1_day_limited","Costumes","It is not used","nosmall hat","67","2400",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shadow","3",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8165","2565","Glowing Pumpkin Hat (7 Days) (Limited)","glowing_pumpkin_hat_7_days_limited","Costumes","It is not used","nosmall hat","67","2400",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shadow","3",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8166","2565","Glowing Pumpkin Hat (30 Days) (Limited)","glowing_pumpkin_hat_30_days_limited","Costumes","It is not used","nosmall hat","67","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shadow","3",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8167","2565","Glowing Pumpkin Hat (Permanent) (Limited)","glowing_pumpkin_hat_permanent_limited","Costumes","It is not used","nosmall hat","67","2400",,"swordsman, archer, mage, martialartist","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shadow","3",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8168","2569","Oto-Fox Costume (30 Days) (Limited)","oto-fox_costume_30_days_limited","Costumes","Time/Hour","nosmall dress","58","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8169","2569","Oto-Fox Costume (Permanent) (Limited)","oto-fox_costume_permanent_limited","Costumes","Time/Hour","nosmall dress","58","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80","5","all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8170","2570","Oto-Fox Hat (30 Days) (Limited)","oto-fox_hat_30_days_limited","Costumes","It is not used","nosmall hat","68","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","3",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8171","2570","Oto-Fox Hat (Permanent) (Limited)","oto-fox_hat_permanent_limited","Costumes","It is not used","nosmall hat","68","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","3",,,,,,,,,"Attack","3","Blackout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8172","2609","Magic Hat of Light (30 Days) (Limited)","magic_hat_of_light_30_days_limited","Costumes","It is not used","nosmall hat","69","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,"Shadow","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8173","2609","Magic Hat of Light (Permanent) (Limited)","magic_hat_of_light_permanent_limited","Costumes","It is not used","nosmall hat","69","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,"Shadow","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8174","2607","Magic Hat of Shadow (30 Days) (Limited)","magic_hat_of_shadow_30_days_limited","Costumes","It is not used","nosmall hat","70","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8175","2607","Magic Hat of Shadow (Permanent) (Limited)","magic_hat_of_shadow_permanent_limited","Costumes","It is not used","nosmall hat","70","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light","2",,,,,,,,,"Attack","3","Darkness of DOOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8176","2610","Magic Garment of Light (30 Days) (Limited)","magic_garment_of_light_30_days_limited","Costumes","Time/Hour","nosmall dress","59","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"300",,,,,,,,,,"300",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8177","2610","Magic Garment of Light (Permanent) (Limited)","magic_garment_of_light_permanent_limited","Costumes","Time/Hour","nosmall dress","59","0",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,"300",,,,,,,,,,"300",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8178","2608","Magic Robe of Shadow (30 Days) (Limited)","magic_robe_of_shadow_30_days_limited","Costumes","Time/Hour","nosmall dress","60","0",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8179","2608","Magic Robe of Shadow (Permanent) (Limited)","magic_robe_of_shadow_permanent_limited","Costumes","Time/Hour","nosmall dress","60","0",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8180","2616","Navy Bushtail (Limited)","navy_bushtail_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8181","2652","Football Cap (Permanent) (Limited)","football_cap_permanent_limited","Costumes","It is not used","nosmall hat","75","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8182","2653","Football Jersey (Permanent) (Limited)","football_jersey_permanent_limited","Costumes","Time/Hour","nosmall dress","65","2400",,"swordsman, archer, mage","20",,,,,,,,,,,,,,,,,,,,,,,,,,"600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8183","2581","Fluffy Bally (Limited)","fluffy_bally_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8184","2596","Inferno (Limited)","inferno_limited","Wear","Store","main weapon",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
